text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text, mm",0.027409043,0.9369729161262512,0.0,0.0,0.0007046906393952,0.0007609479362145,0.0003813860821537,False
somebody got sick out there,0.11536485,0.9949355721473694,0.7142857142857143,0.452,0.1145464330911636,0.0107751190662384,0.0455412343144416,False
"yeah, but still they called a rescue squad to go with 'em",0.046122026,0.9854802489280701,0.0,0.0,0.0015339427627623,0.0007830330869182,0.0009833327494561,False
though not yet,0.014299706,0.0,0.0,0.0,0.0006887816707603,0.0003700821835082,0.0003407590847928,False
"no, it's not mine",0.017770508,0.9862447381019592,0.0,0.0,0.0011809292482212,0.0005652584368363,0.0005523638683371,False
it's a i,0.022074303,0.0,0.0,0.0,0.0061797774396836,0.002152661094442,0.0007403401541523,False
n my district is twenty one,0.03187269,0.0,0.0,0.0,0.0019972894806414,0.000453197164461,0.0005246261134743,False
that's i would say,0.024490505,0.0,0.0,0.0,0.0010016785236075,0.0004073631716892,0.000626886554528,False
"uh, like eight ten miles from here",0.019852988,0.8587320446968079,0.0,0.0,0.0008880058885551,0.0006046693306416,0.0007317982381209,False
something like that,0.040628307,0.0,0.0,0.0,0.0008077225647866,0.0004097965429536,0.000632964016404,False
"mmhm, well, actually, yeah, we got some of members of there that left here and went over there to be a paid fireman",0.1609341,0.9622195363044739,0.0,0.0,0.004412917420268,0.0035793345887213,0.0009308555745519,False
"but and some of 'em well they, we'll work together if ain't nothing going on like that cause usually we always had go over there, but they got two fire departments over there, and uh, if a person out of town or something like that and they'll come over here and help us out like that",0.048868883,0.0,0.25,0.084,0.0010835980065166,0.0005158875719644,0.0003465255431365,False
"yeah, yeah, yeah, right",0.019852988,0.0,0.0,0.0,0.0008875667699612,0.0004357424913905,0.0005554047529585,False
"mmhm, well, it runs",0.044405237,0.0,0.0,0.0,0.0023888885043561,0.0004283048037905,0.0009194603189826,False
"uh, ought we sposta be something like where it's calls that four miles out your district",0.06492286,0.9908034801483154,0.0,0.0,0.0494741760194301,0.0011775599559769,0.0135625703260302,False
"but now you at you, we meet the district wherever you're really needed at",0.03221605,0.0,0.0,0.0,0.0009588790708221,0.0006856282125227,0.0018500913865864,False
"tell you the truth now cause this place at one time, fifteen, sixteen, eighteen, nineteen and twenty",0.036851373,0.8458479046821594,0.0,0.0,0.0011422460665926,0.0006721795652993,0.0009669168503023,False
one,0.019158829,0.0,0.0,0.0,0.0008361552027054,0.0132318651303648,0.0004658547695726,False
"when we first got this station, we running all them sure did",0.039254878,0.0,0.0,0.0,0.0006681745871901,0.0006126194493845,0.0033181451726704,False
"yeah, had to run 'em all",0.37954164,0.0,0.0,0.0,0.0354310348629951,0.2846491932868957,0.1350231021642685,False
"then, cause wasn't enough",0.020269485,0.5018603205680847,0.0,0.0,0.0011447644792497,0.0009487907518632,0.0031492095440626,False
"wasn't no more fire stations out in that area, so we took care all of it then and now they got fifteen, sixteen, eighteen and twenty one, and us is seventeen",0.0334178,0.0,0.25,0.056,0.0008112511131912,0.0008767265244387,0.0006088184891268,False
"well, seventeen used to take care all of them",0.028954152,0.0,0.0,0.0,0.0017790492856875,0.0008452035253867,0.0009742573602125,False
"yeah, mm, mm, well, it's a whole lot busier",0.07451247,0.0,0.0,0.0,0.0007100056391209,0.0008154192473739,0.0057066865265369,False
"now we could do just now or yeah, because i tell you right now, these are a big difference then and now they ain't many times",0.02397547,0.0,0.0,0.0,0.0007179202511906,0.0003847844200208,0.0003951105172745,False
"then you see it and then it starts right over there, rescue squads and the uh ten fifths of the accidents stuff like that cause i remember one night these people's over in this area down here",0.04783881,0.0,0.0,0.055,0.000788090925198,0.0004721263831015,0.0012218055780977,False
"they went out there and j c speed out there and they got about half fired up drunk and two ladies that brought them well, one lady, one man brought them back home trailer back over there and about, i don't know what",0.18154536,0.9702839255332947,0.1666666666666666,0.125,0.037270437926054,0.0028521732892841,0.003055602312088,False
"two or three o'clock in the morning we got a call went over there and that trailer was on fire, and as we got it out, i went in there, found the found the lady laying in the hall there dead, and them other guy",0.13521013,0.9511384963989258,0.1625,0.135,0.0069339876063168,0.0022737211547791,0.0033515316899865,False
"find the man back in the back over there dead, the there? if a house caught on fire, they did about drunk when they brought them home and left 'em and they went back to party some more, so i don't know how it caught on fire",0.13835071,0.9874910116195679,0.0285714285714285,0.205,0.0215262323617935,0.0067304540425539,0.0126378312706947,False
"yeah, i've seen a lot of that stuff in my life",0.032902762,0.0,0.0,0.0,0.0007192755001597,0.000456147827208,0.000505979580339,False
i'm when i lived in conetoe,0.019852988,0.0,0.0,0.0,0.002418304560706,0.0005989918718114,0.0007490455172955,False
