text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text, three, fifteen, nineteen, fiftynine, valdosta, georgia, the west side rdaddress6, mm, predominantly all my life, except there was a brief period i moved, but i moved back",0.06851897,0.6709262132644653,0.0,0.0,0.0007077468326315,0.0006428845808841,0.0003444444446358,False
mm,0.033246122,0.0,0.0,0.0,0.0010840946342796,0.0008179078577086,0.0005002457182854,False
about ten years when i moved oklahoma city,0.016104523,0.0,0.0,0.0,0.0008480758988298,0.0003947458753827,0.0004082612285856,False
"nope, mission san josé high school city school system",0.013119632,0.9922310709953308,0.0,0.0,0.0008668486843816,0.0004480477364268,0.0004821881302632,False
"well, when i moved i was in oklahoma, i went to mission san josé high school and got my aa, and then i, when i moved back, um",0.055333257,0.0,0.0,0.0,0.0008108809124678,0.0006744167767465,0.0004146998107898,False
i went to mission san josé high school to get my ba,0.036851373,0.0,0.0,0.0,0.0018306167330592,0.0006030316581018,0.0070741032250225,False
"oh, and i have a master's from mission san josé high school, which that was a online course",0.0334178,0.7784651517868042,0.0,0.0,0.0007410071557387,0.0004752047825604,0.0003556972369551,False
online courses,0.0068721883,0.0,0.0,0.0,0.0006926314672455,0.000506108161062,0.0002812848542816,False
i did,0.026035614,0.0,0.0,0.0,0.0020022925455123,0.0003435419639572,0.000405366445193,False
"actually, i have two master's one in counseling and one in",0.025520578,0.0,0.0,0.0,0.0006222999072633,0.0005829116562381,0.000331067101797,False
um,0.012811388,0.0,0.0,0.0,0.0011565451277419,0.0007473072619177,0.0008661823230795,False
"oh, heck, i forgot what i got it in",0.31725118,0.9784955382347107,0.0,0.0,0.0017020175000652,0.2339580804109573,0.1316547095775604,False
"well, both of them is in human services",0.014438537,0.0,0.0,0.0,0.000716341251973,0.0006557463202625,0.00068593834294,False
"one is more dealing with um gerontology, and the other one is counseling",0.042001735,0.0,0.0,0.0,0.0007001687190495,0.0006764498539268,0.0007017081370577,False
"wow, case manager, if i'm not mistaken, i believe he was born in valdosta as well, really, definitely valdosta, georgia by a midwife",0.07251463,0.0,0.0,0.0,0.0006115567521192,0.0020994073711335,0.0006421604775823,False
he used to be a custodian at a university,0.033761155,0.0,0.0,0.0,0.0014008090365678,0.0007518359343521,0.0007762349559925,False
"no, not a uni, no, not a university at a nursing home",0.033246122,0.9991269707679749,0.0,0.0,0.0008303314098156,0.0008816816844046,0.0003569280961528,False
i remember,0.019297661,0.8269626498222351,0.0,0.0,0.0007539399666711,0.0003622262447606,0.0003046432102564,False
i think it was a nursing home,0.083939545,0.9939431548118591,0.0,0.0,0.0008524114964529,0.0005922897835262,0.0003750209580175,False
my mom,0.040628307,0.0,0.0,0.0,0.0866037160158157,0.0049818726256489,0.0017347446409985,False
she started off,0.08170467,0.7747166156768799,0.0,0.0,0.0324883908033371,0.0010150930611416,0.000795716245193,False
um,0.012811388,0.0,0.0,0.0,0.0011565451277419,0.0007473072619177,0.0008661823230795,False
"anyway, she became a nurse for a psych ward psychiatric ward",0.06851897,0.0,0.0,0.0,0.0087322825565934,0.0769361928105354,0.044707503169775,False
"mm, um",0.011760422,0.6744385361671448,0.0,0.0,0.000998665462248,0.0006681688246317,0.0006522950716316,False
since nineteen eightythree most definitely the neighborhood was exactly like it said,0.021518974,0.0,0.0,0.0,0.0007760252919979,0.0003722125256899,0.0008848322322592,False
"it, take a building to raise and child, and that's what they did",0.044405237,0.829951286315918,0.0,0.0,0.005597470793873,0.0009018603595905,0.007520689163357,False
"um, we had elderly people looking out for you",0.119228795,0.9971238970756531,0.0,0.0,0.000971101457253,0.0028206822462379,0.0051379753276705,False
"um, when you went to school, they're your parents",0.09709594,0.0,0.0,0.0,0.0308072641491889,0.0020953065250068,0.0016786642372608,False
on the way from school,0.02124131,0.0,0.0,0.0,0.0010705516906455,0.0007578220684081,0.0006020930013619,False
