text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text, i am twenty one years old, june first, nineteen eighty two",0.033932835,0.9972609281539917,0.0,0.0,0.0008326381794176,0.0004162018012721,0.0003837863041553,False
"uh, yeah, this year",0.019714156,0.0,0.0,0.0,0.0006931884563528,0.000442040793132,0.0005591883673332,False
no,0.015410362,0.9061906933784485,0.0,1.0,0.0012503124307841,0.0009229910792782,0.0005184102337807,False
"oh, it's just another day",0.024318827,0.9625135660171509,0.0,0.0,0.0015768515877425,0.0006366258021444,0.0007783722830936,False
"now it used to be exciting, but now it's just like another day",0.077709,0.9944065809249878,0.0,0.0,0.0007904133526608,0.0003776264202315,0.0005285637453198,False
i just get older last year on my birthday,0.03994159,0.0,0.0,0.0,0.0010156439384445,0.00046758246026,0.0016914085717871,False
i think i got a kind of got my twenty first birthday,0.036336336,0.0,0.0,0.0,0.0023553820792585,0.0004884075606241,0.0009539170423522,False
i was stuck in the house cause i had just had my baby,0.052935857,0.0,0.0,0.143,0.0059521635994315,0.001339619164355,0.0009702496463432,False
"ugh, and i was like i had her, may the twenty sixth, and then my birthday was like five days later, so i was stuck in the house",0.05253629,0.9999899864196777,0.0,0.149,0.00289305485785,0.001104979077354,0.000729129416868,False
they had,0.022945397,0.0,0.0,0.0,0.0018543687183409,0.0003508790396153,0.000684788741637,False
what? e,0.027752401,0.9573597311973572,0.0,0.0,0.0011732386192306,0.0017320531187579,0.0007410898106172,False
"what happened is, they ended up having my baby shower and my birthday party together",0.10699297,0.5865994691848755,0.0,0.0,0.0168682411313056,0.0015099964803084,0.0092550097033381,False
"so because they were supposed to have my birth, my baby shower",0.13082063,0.0,0.0,0.0,0.0479186475276947,0.0073029231280088,0.0048944801092147,False
"but i had her early, so she was at her own baby shower",0.16035037,0.0,0.0,0.0,0.0496259145438671,0.0023033383768051,0.0025310390628874,False
"so yeah, it ain't me anyway",0.032387726,0.0,0.0,0.0,0.0016344198957085,0.001524714520201,0.000804929586593,False
"i don't drink anyway, so i know i i might just go somewhere anywhere",0.03427619,0.0,0.0,0.0,0.0047081243246793,0.0014414609177038,0.0005284592043608,False
i don't know,0.017770508,0.9742851853370667,0.0,0.0,0.0010861124610528,0.0019429659005254,0.0003481701423879,False
i'm on spring break,0.026207292,0.0,0.0,0.0,0.0008604939212091,0.0004015455488115,0.0003679626097436,False
"actually, now it just started yesterday",0.018325835,0.0,0.0,0.0,0.0007128922152332,0.0003332730557303,0.0002739407063927,False
"we, we got out yesterday for spring break",0.019575324,0.0,0.0,0.0,0.0006515351706184,0.0003525562351569,0.0003002531593665,False
"so we, we're supposed to leave and go to connecticut tomorrow",0.032902762,0.9920489192008972,0.0,0.107,0.0008073839126154,0.000704844132997,0.0003907139471266,False
"so um, my, my mom's friend is up there",0.037194733,0.7232864499092102,0.0,0.0,0.0035742770414799,0.0017958731623366,0.0033398291561752,False
i'm just going up there to visit him for awhile,0.043031808,0.0,0.0,0.0,0.0005741608911193,0.0008303693612106,0.0010058709885925,False
"it's in norwalk, mmhm, cause that's that's right there",0.06372416,0.8493736386299133,0.0,0.0,0.0008155789109878,0.0003830877831205,0.0009011054644361,False
that's like by n,0.050585672,0.9220280051231384,0.0,0.0,0.0015750711318105,0.0007451546262018,0.0004673690127674,False
by norwalk,0.018325835,0.0,0.0,0.0,0.0007317456183955,0.0004244714509695,0.0003516138822305,False
i know,0.022773718,0.0,0.0,0.0,0.0014815481845289,0.0004443990183062,0.000429977721069,False
"yeah, yeah, cause i sing in a gospel group and so we we go every weekend",0.04131502,0.0,0.0,0.0,0.0007371882675215,0.0039634727872908,0.0011121279094368,False
we're g,0.05413456,0.0,0.0,0.0,0.0466620698571205,0.0034882144536823,0.0010131119051948,False
"we're going somewhere singing somewhere, uh chosen few",0.07371333,0.6694869995117188,0.2,0.0,0.0006488529616035,0.0036652595736086,0.001658558496274,False
"we all basically grew up together in princeville in a little small church, and we branched out from our youth choir in nineteen ninety eight, and we did our debut at our church and we came out of a gospel group quartet",0.028954152,0.0,0.21875,0.0,0.0006369003676809,0.0027171953115612,0.0005539002013392,False
"we sing quartet, gospel, and um, ages, ranging from the youngest, he's twenty",0.030327583,0.0,0.0,0.0,0.0007699985289946,0.0034549974370747,0.0023364694789052,False
he just turned twenty and the oldest,0.06771983,0.0,0.0,0.0,0.0291888229548931,0.0006375438533723,0.0014606778277084,False
"i think she's twenty six, but i'm the next to the oldest and then there's one over me",0.089577995,0.0,0.0,0.0,0.003644379787147,0.0006477765855379,0.0020998949185013,False
it's three girls and three guys,0.055333257,0.0,0.0,0.0,0.00171061581932,0.0053249392658472,0.0109385251998901,False
the guys are the musicians and one of the guys is a singer,0.05093802,0.0,0.0,0.0,0.0008601056761108,0.0011838908540084,0.0018337493529543,False
"we all grew up together in princeville, walking distance from each other",0.047495455,0.0,0.125,0.0,0.0007169105228967,0.0003403019800316,0.0004164158890489,False
"and so yeah, we grew up together",0.044748597,0.0,0.0,0.0,0.0010978726204484,0.0003345601144246,0.0005000817473046,False
most of us are cousins,0.042001735,0.0,0.0,0.0,0.0009696531342342,0.0004524592368397,0.0009298096993006,False
in some way,0.018464668,0.0,0.0,0.0,0.0007097542402334,0.0003414807142689,0.0004886920796707,False
it's like i'm cousins with one of 'em and he's cousins with another one,0.052136723,0.0,0.0,0.0,0.0019280345877632,0.0005304063670337,0.0007876584422774,False
"it's just kind of mixed up, but that's how princeville is",0.04543531,0.0,0.0,0.0,0.0007305903709493,0.0004576946957968,0.0023553799837827,False
most of us over there are family anyway,0.023460433,0.0,0.0,0.0,0.0008337214821949,0.0004118494398426,0.0002720728807616,False
it's so small it's like everybody know everybody,0.08850401,0.9750267863273621,0.25,0.0,0.0007672836654819,0.0006106493528932,0.0082340417429804,False
