text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
"text, my name is mary, april twenty third, two thousand and no, nineteen eighty eight in washington, dc",0.024147147,0.9988439083099365,0.0,0.0,0.0006928225629962,0.0006349845207296,0.000355090101948,False
"you wanna know the hospital, uh, columbia hospital for women",0.038911518,0.724698543548584,0.0,0.0,0.0247493665665388,0.0046654460020363,0.0039706174284219,False
the neighborhood that i grew in is called uh fifteenth place,0.09655894,0.8892883658409119,0.0,0.0,0.0006756187067367,0.0003990886907558,0.0005711183184757,False
it's in southeast dc,0.03358948,0.9244140982627869,0.0,0.0,0.0007135987980291,0.0004091758455615,0.0004523138923104,False
"say that one more time since nineteen eighty eight, i currently live in virginia, alexandria, i lived in upper marlboro for a year, college or high school",0.037881445,0.0,0.0,0.0,0.0007018719916231,0.0004083976673427,0.0003153524303343,False
i went to high school,0.024833864,0.0,0.0,0.0,0.0024103950709104,0.0008432021713815,0.0003927147190552,False
it's called the n,0.06851897,0.8949411511421204,0.0,0.0,0.0016778318677097,0.0026481533423066,0.0004142825491726,False
uh,0.02124131,0.6595472097396851,0.0,0.0,0.0012679392239078,0.0007949224091134,0.0007840975304134,False
mission san josé high school,0.0026031018,0.0,0.0,0.0,0.0011401560623198,0.0005107995239086,0.0004842678026761,False
"it's in northeast dc, off of benning road",0.053335425,0.7684305906295776,0.0,0.0,0.000759330810979,0.0003638920898083,0.0005798576166853,False
"not really well, yeah, i went to uh, mission san josé high school in penn, in oxford, pennsylvania, and i also went to mission san josé high school",0.022945397,0.9998717308044434,0.0,0.137,0.0006586324307136,0.000388007145375,0.0002847985597327,False
mm,0.033246122,0.0,0.0,0.0,0.0010840946342796,0.0008179078577086,0.0005002457182854,False
i am a lead legal assistant for google google,0.03187269,0.0,0.0,0.0,0.0007329449872486,0.0005075013614259,0.0004096862103324,False
"i do a variety of things, but what my office focus on is we a the alj issue a favorable decision we look, we look at the alj's decision",0.02809576,0.0,0.0,0.0,0.0005375253385864,0.0004043717926833,0.0003066606004722,False
"and if the alj made a incorrect, if they made a mistake on their decision, we send",0.06931809,0.999100923538208,0.0,0.13,0.0009436943219043,0.0010556319030001,0.0019531548023223,False
"we remand the case for them to look at it again, and we, we let 'em know what the mistakes they made",0.049212243,0.6047297716140747,0.0,0.106,0.0006537273875437,0.0005260462057776,0.0007889061816968,False
"so what i do personally is i would mail out the the uh, remand order to go to the hearing office or the back to the alj uh",0.037023053,0.9903558492660522,0.0,0.0,0.0011695153079926,0.0006875273538753,0.0050370548851788,False
"since two thousand ten, yeah, um, my m father was born in silver spring, maryland, and my mother was born in washington, dc",0.024662184,0.7422447204589844,0.0,0.0,0.0007101504597812,0.0009952589171007,0.0011774090817198,False
"nah, nowhere near",0.017770508,0.9998817443847656,0.0,0.412,0.0009942884789779,0.0022094228770583,0.0006438089185394,False
uh,0.02124131,0.6595472097396851,0.0,0.0,0.0012679392239078,0.0007949224091134,0.0007840975304134,False
i,0.018187003,0.0,0.0,0.0,0.0033499409910291,0.0007452693535014,0.0005561164580285,False
i,0.018187003,0.0,0.0,0.0,0.0033499409910291,0.0007452693535014,0.0005561164580285,False
i know my gr,0.02517722,0.0,0.0,0.0,0.0023205943871289,0.0007522749365307,0.0006304891430772,False
grandmother was born in south north carolina,0.019158829,0.0,0.0,0.0,0.0025569070130586,0.0005343644879758,0.0009400025592185,False
i'm not sure where my other grandparents was born,0.029469188,0.985539972782135,0.1875,0.197,0.0007030854467302,0.0019007824594154,0.0003305779246147,False
"nah, i'm not sure i know my mother's father is from dc",0.04783881,0.9933620691299438,0.25,0.252,0.000764601281844,0.0030065788887441,0.0107147833332419,False
i do know that,0.023803791,0.0,0.0,0.0,0.000824827060569,0.0003659484500531,0.0004174538189545,False
"yeah, uh, he currently works for",0.026207292,0.0,0.0,0.0,0.0007092549349181,0.0005142747540958,0.0005882694385945,False
"i do not know the name of the company, but he delivers uh goods to like homeless shelters, or mommy works for the army",0.06132676,0.8163684010505676,0.0,0.0,0.0006644862587563,0.001215637428686,0.0011010686866939,False
she's a purchasing agent,0.17518331,0.0,0.0,0.0,0.0050879432819783,0.0007434849976561,0.0039290664717555,False
hm,0.024662184,0.0,0.0,0.0,0.0022093767765909,0.0006434641545638,0.0005305237136781,False
"mkay, okay, yes, okay, now, fifteen place you, you said? what do i claim? so my house is actually off of s",0.1008549,0.9987855553627014,0.0,0.0,0.0094535807147622,0.002004618756473,0.0012331241741776,False
"stanley road, but fifteenth place is like a big neighborhood",0.023460433,0.0,0.0,0.0,0.0007358101429417,0.0004161482211202,0.0003596213937271,False
it's a it,0.023117077,0.0,0.0,0.0,0.008492331020534,0.0031345542520284,0.0048568942584097,False
"it consists of stanley road, bruce place, fifteenth place, um, hollywood boulevard and alabama avenue",0.016243355,0.0,0.0,0.0,0.0006695172633044,0.0003624485689215,0.0002858063380699,False
"so, but we, if you grew up in that area there, you would say you from fifteenth place",0.07690986,0.9847682118415833,0.0,0.0,0.000672398309689,0.0005113090737722,0.0005678434390574,False
"so what do you wanna know about my neighborhood? well, i don't wanna talk about the bad stuff unless you aks that specifically, but um, just growing up, you, uh, we we kids, you running around, you play tag",0.14059398,0.0,0.6999999999999998,0.051,0.0458004735410213,0.0193002503365278,0.0246512256562709,False
"you play hide and go seek, uh, you chase the little girls around you play on the playground",0.35227737,0.0,0.1875,0.079,0.1329559236764907,0.0047334274277091,0.0174601525068283,False
"uh, growing up, i remember five years old",0.036851373,0.0,0.0,0.0,0.0017497695516794,0.0003933280531782,0.0011064342688769,False
i was just playing football all the time,0.029984225,0.0,0.0,0.0,0.0010788743384182,0.0004319575091358,0.0009016962721943,False
i'm a very big sports f,0.0801064,0.0,0.0,0.0,0.0040373508818447,0.0053639598190784,0.0025527803227305,False
"fan fanatic, so i'd play football all the time",0.18450552,0.0,0.3,0.0,0.0021982588805258,0.0011415374465286,0.0250371415168046,False
"um, growing up, uh, we didn't have a basketball court til i turned eight, so that's when i discovered basketball, so i would play basketball all the time, so of course i'm a diehard redskin fan",0.18647896,0.0,0.0,0.0,0.0017484665149822,0.001288735307753,0.000928437046241,False
"i am not a wizards fan gro, growing up, um, my basketball team is the lakers growing up foot",0.09978092,0.6936107873916626,0.0,0.092,0.0055039543658494,0.0011586860055103,0.004569455049932,False
like basketball wasn't really my sport,0.032902762,0.9993125200271606,0.0,0.0,0.002445382066071,0.0007031661807559,0.0004599817621055,False
and so i'd i,0.023803791,0.5480433702468872,0.0,0.0,0.012854372151196,0.0010595869971439,0.0006543666240759,False
"i was bor, i was ber b, bredded into being a redskin fan",0.2015616,0.0,0.0,0.0,0.0063098212704062,0.0086501948535442,0.0041626631282269,False
so the f,0.03994159,0.9801674485206604,0.0,0.0,0.1731797903776168,0.0214343648403882,0.5977097153663635,False
"f, uh, the professional football teams i didn't discover until i was eight, and then when i discovered that i read a book about kobe bryant and then that's when i became a laker's fan",0.13146462,0.0,0.0,0.0,0.0006607761024497,0.0005418716464191,0.0013596208300441,False
uh house town,0.01721518,0.6726765632629395,0.0,0.0,0.0008473791531287,0.0014316269662231,0.000595616758801,False
would you call it a townhome? i wouldn't call it a townhome,0.029125832,0.0,0.0,0.0,0.0026235275436192,0.0006167940446175,0.0009122416377067,False
i would just call it a house,0.022351967,0.0,0.0,0.0,0.0017086863517761,0.0012149810791015,0.0007111842278391,False
"yeah, no, i have four sisters",0.062925026,0.0,0.0,0.0,0.0010161361424252,0.0014487986918538,0.0008235037676058,False
only boy,0.067320265,0.0,0.0,0.0,0.0065845670178532,0.0068427473306655,0.0023674515541642,False
"yes, um, to be honest with you, it wasn't that bad because my sisters are way older than me",0.09816993,0.9481698870658875,0.0,0.0,0.0008815532200969,0.0015632578870281,0.0109517136588692,False
"the sister older than me is she's nine years, so she kind of raised me and my little sister, so it was just me and her, but the rest of my sisters",0.059328925,0.0,0.0,0.0,0.0010407021036371,0.0016303050797432,0.0010754766408354,False
