text,perspective_score,flair_score,textblob_score,vader_score,detoxify_original_score,detoxify_unbiased_score,detoxify_multilingual_score,has_swearing
text mary,0.014993866,0.7438182830810547,0.0,0.0,0.0011144669260829,0.0009296622010879,0.0003183201770298,False
"i'm black, nineteenninety three, brooklyn, new york, um, like eight and some months now just brooklyn and here, um, high school, um, i'm a school teacher",0.21274342,0.0,0.0,0.0,0.0013894969597458,0.0559960938990116,0.0142950499430298,False
um,0.012811388,0.0,0.0,0.0,0.0011565451277419,0.0007473072619177,0.0008661823230795,False
"they was born in saint vincent, um",0.017492844,0.0,0.0,0.0,0.0006683733081445,0.0005106435273773,0.0005724235088564,False
"my mom used to be a school teacher, and then when she came to the states, she um, became a rn",0.0334178,0.0,0.0,0.0,0.0016676085069775,0.0162630677223205,0.0017196193803101,False
and my dad um,0.11600884,0.0,0.0,0.0,0.0009926623897626,0.0013129976578056,0.000782475573942,False
he did,0.027237365,0.0,0.0,0.0,0.0032794820144772,0.0004100169171579,0.0013157398207113,False
"he played soccer and he, um",0.03839648,0.0,0.0,0.0,0.0017164723249152,0.0010959948413074,0.0160308387130498,False
"is it a seamstress when you're a guy? well, he, he, um, was a seamstress, and then when he came to the states, he did like um, custodial work",0.13521013,0.0,0.0,0.0,0.0045586382038891,0.0016704337904229,0.0076836766675114,False
"mmhm, i went out to a all white party",0.23365098,0.9991445541381836,0.0,0.0,0.0690523460507392,0.0967096015810966,0.0808454379439354,False
"no, a, all white",0.20302857,0.9995903372764587,0.0,0.0,0.0867279320955276,0.0521112978458404,0.0837746933102607,False
"like your clothes, all white clothes",0.12244874,0.0,0.0,0.0,0.2269643545150756,0.0140149807557463,0.0049437596462666,False
it was all white birthday party,0.20009461,0.0,0.0,0.0,0.0517480187118053,0.0716557875275611,0.0384446121752262,False
"of course, somebody gonna wanna me different? oh, i'm'a wear black",0.22983712,0.8185068368911743,0.0833333333333333,0.0,0.0311599932610988,0.0708999931812286,0.2315778881311416,False
"because just because, um, i mean, it's different things",0.020130653,0.9561169743537903,0.15625,0.0,0.0007626408478245,0.0003525709907989,0.0014964774018153,False
"i mean, it depends on what type of all white party you go to",0.1943727,0.9973706007003784,0.15625,0.0,0.0377509668469429,0.1085318624973297,0.2190036475658416,False
you go to american,0.04131502,0.7728697657585144,0.0,0.0,0.1433725506067276,0.0024057065602391,0.004709143191576,False
"an american, all white party might be different type of music",0.2286382,0.5885249972343445,0.0,0.0,0.0226863157004117,0.1520101726055145,0.092336818575859,False
people might act different,0.029469188,0.974356472492218,0.0,0.0,0.0007456938037648,0.0006807745667174,0.0004247136821504,False
